"codigo";"titulo";"subtitulo";"informacao";"unidade";"estado_conservacao";"situacao";"numero_tombamento";"colecao";"subcolecao";"tipologia";"cedido_a";"data_limite_cessao"
"007048";"I Plano de Desenvolvimento Econômico e Social 1976-1979";"Por Um Sergipe Maior";"I Plano de Desenvolvimento Econômico e Social 1976-1979";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007197";"José Augusto Bezerra de Medeiros ""Um democrata""";"um democrata";"José Augusto Bezerra de Medeiros ""Um democrata""";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007373";"Jubileu de prata da Faculdade de Medicina da Universidade Federal do Rio Grande do Norte";"(nota histórica)";"Jubileu de prata da Faculdade de Medicina da Universidade Federal do Rio Grande do Norte";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007190";"Justiça social e acumulação capitalista";"O PROTERRA";"Justiça social e acumulação capitalista";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007391";"Legislativo e executivo de Mossoró numa viagem  mais que centenária";"(cronologia), 1853-1985 ";"História do legislativo e do executivo de Mossoró";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007026";"Macau";"";"Macau";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006881";"MEIO-AMBIENTE E PROCESSO FUNDIÁRIO EM CONFLITO";"Parnamirim e Nísia Floresta";"MEIO-AMBIENTE E PROCESSO FUNDIÁRIO EM CONFLITO: Parnamirim e Nísia Floresta";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006688";"Memória do livro potiguar";"apontamentos para uma bibliografia necessária";"Memória do livro potiguar: apontamentos para uma bibliografia necessária.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007053";"Memória viva de Aluízio Alves";"";"Memória viva de Aluízio Alves";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007174";"Mercado Potencial para o Sorgo no Nordeste";"";"Mercado Potencial para o Sorgo no Nordeste";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007051";"Migrações internas no Brasil";"";"Migrações internas no Brasil";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006708";"Milton Santos e o universo (uno e diverso) brasileiro";"";"Milton Santos e o universo (uno e diverso) brasileiro";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007170";"Mineração no nordeste";"depoimentos e experiências";"Mineração no nordeste: depoimentos e experiências.";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006711";"Minhas Tamataranas:";"linhas amarelas; memórias";"Minhas Tamataranas: linhas amarelas; memórias. Livro de memórias. ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007329";"Natal em perfil 1992";"";"Natal em perfil 1992";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006897";"Noções de História e Geografia do Rio Grande do Norte";"";"Noções de História e Geografia do Rio Grande do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007198";"Nordeste";"uma estratégia para vencer o desafio da seca e acelerar o desenvolvimento";"Nordeste: uma estratégia para vencer o desafio da seca e acelerar o desenvolvimento";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007062";"Nordeste Análise conjuntural da economia nordestina";"";"Nordeste Análise conjuntural da economia nordestina";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006882";"No Tempo de Cristo";"";"No Tempo de Cristo";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007205";"Notícia sobre a batalha da cultura";"";"Notícia sobre a batalha da cultura";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007371";"Novo Perfil Demográfico do Rio Grande do Norte";"";"Novo Perfil Demográfico do Rio Grande do Norte";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007317";"Novos Poetas do Rio Grande do Norte";"";"Coletânea organizada pelo núcleo de literatura da Fundação José Augusto. ";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007187";"O cajueiro nordestino";"";" O cajueiro nordestino";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006705";"O calvário das Secas";"";"O calvário das Secas. ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006902";"O Colono Judeu-Açu";"";"O Colono Judeu-Açu";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007316";"O Jumento, nosso irmão";"";"O Jumento, nosso irmão";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006698";"O mundo varzeano de Manoel Rodrigues de Melo";"";"O mundo varzeano de Manoel Rodrigues de Melo";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007199";"O Nordeste e o II PND";"";"O Nordeste e o II PND";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006706";"Ontem";"";"Ontem. Luís da Câmara Cascudo. Natal -1972";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006880";"O Rio Grande do Norte no Senado da República.";"";"O Rio Grande do Norte no Senado da República.";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007209";"Os degredados filhos da seca";"";"Os degredados filhos da seca.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006891";"Os roteiros de uma Luta";"";"Discursos pronunciados no Senado Federal. 1° de agosto a 5 de dezembro de 1981.";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007035";"Outro Sertão:";"fronteiras da convivência com o Semiárido";"Outro Sertão: fronteiras da convivência com o Semiárido";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007039";"Padre Francisco de Brito Guerra:";"um senador do império";"Padre Francisco de Brito Guerra, um senador do império";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006879";"Paisagens da minha terra";"";"""Paisagens da minha terra"" é uma coletânea de sonetos da poetisa assuense Sinhazinha Wanderley, em homenagem ao 114° do seu nascimento.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007400";"Pelo direito à vida:";"a construção de uma Geografia cidadã";"Pelo direito à vida: a construção de uma Geografia cidadã";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006896";"Pelos caminhos do Potengi";"";"Pelos caminhos do Potengi";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007032";"Pequeno Dicionário do Português Medieval";"";"Pequeno Dicionário do Português Medieval  ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006904";"Persistência:";"A luta Continua.";"Persistência: A luta Continua. Discursos de autoria do senador Agenor Maria em 1983.";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007386";"Pioneiros da história da indústria e do comércio do oeste potiguar";"";"Pioneiros da história da indústria e do comércio do oeste potiguar  ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007042";"Pirilampos";"(versos)";"Pirilampos";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007193";"Poetas e boêmios do Açu";"";"Poetas e boêmios do Açu.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007036";"Poética veia profética";"";"Afluência de poemas de autoria de Rafael Arcanjo da costa.";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007183";"Política agrícola no nordeste";"intenções e resultados";"Política agrícola no nordeste: intenções e resultados";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007207";"Possibilidades da Caprinocultura e Ovinocultura no Nordeste  ";"";"Possibilidades da Caprinocultura e Ovinocultura no Nordeste  ";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007163";"Prefácio a nova economia política";"";"Prefácio a nova economia política ";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007204";"Principais culturas do nordeste";"";"Principais culturas do nordeste";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007203";"Programa de desenvolvimento científico e tecnológico para o Nordeste (PDCT/NE)";"";"Programa de desenvolvimento científico e tecnológico para o Nordeste (PDCT/NE)";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006888";"Protofonia do Jaguaribe :";"Problemas fundamentais de Ceará, Rio Grande do Norte e do Nordeste e temas diversos";"Protofonia do Jaguaribe : Problemas fundamentais de Ceará, Rio Grande do Norte e do Nordeste e temas diversos";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007323";"Proto - História do Rio Grande do Norte";"";"Proto - História do Rio Grande do Norte ";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007041";"Qualidade do Ambiente e seus Reflexos Econômicos e Sociais";"";"Qualidade do Ambiente e seus Reflexos Econômicos e Sociais";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007374";"Raimundo Nonato, o homem e o memorialista ";"";"Raimundo Nonato, o homem e o memorialista ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007320";"Recife, culturas e confrontos:";"as camadas urbanas na campanha Salvacionista de 1911.";"Recife, culturas e confrontos";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006892";"Recursos naturais do Brasil";"";"Recursos naturais do Brasil ";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007381";"Relatório :";"Exercício de 1971 /";"Relatório : Exercício de 1971 /";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007379";"Relatório 1979";"";"Relatório 1979";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007383";"Relatório 1985";"";"Relatório 1985";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007387";"Relatório Anual. Recife 1973";"";"Relatório Anual. Recife 1973";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007394";"Relatório- Exercício 1969";"";"Relatório- Exercício 1969";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006873";"Salvados do Assu";" ";"Salvados do Assu";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007054";"Secas, Fim";"";"Secas, Fim";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007389";"Seccas contra a secca";"";"Seccas contra a secca";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007052";"Século XXI - Novos rumos para o meio ambiente ";"";"Século XXI - Novos rumos para o meio ambiente. I congresso nacional de meio ambiente na Bahia";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007326";"Segundo livro da Fundação Guimarães Duque [01/01 a 31/12/80] Vingt-un Rosado.";"";"Segundo livro da Fundação Guimarães Duque [01/01 a 31/12/80] Vingt-un Rosado.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007192";"Seleta";"50 poemas de Crispiniano Neto";"Seleta: 50 poemas de Crispiniano Neto";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007059";"SEPED";"Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento. ";"SEPED. Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007168";"  Seridó";"Brasília - 1980";"  Seridó. Brasília - 1980";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007166";"Seridó Potiguar";"Dinâmica Socioespacial e Organização do Espaço Agrário Regional";"Seridó Potiguar: Dinâmica Socioespacial e Organização do Espaço Agrário Regional ";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007049";"  Serra do Martins";"os homens o tempo e os fatos";" Serra do Martins: os homens o tempo e os fatos.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007392";"Simpósio nacional sobre a agropecuária Brasileira na conjuntura atual.";"";"Simpósio nacional sobre a agropecuária Brasileira na conjuntura atual.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007378";"Sistemas de Produção para a Cultura do Algodão Herbáceo";"";"Sistemas de Produção para a Cultura do Algodão Herbáceo";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007202";"Sociedade e justiça:";"história do poder judiciário do Rio Grande do Norte";"Evolução histórico-social do Poder Judiciário no estado do Rio Grande do Norte.";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006875";"Tempos do Verbo ";"";"Coleção de poemas de Aécio Cândido ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006692";"Teoria e prática da negociação";"política de negociação";" O livro trata sobre a Negociação. E, é dividido em três partes com seus respectivos capítulos. A primeira parte é ""Teoria e prática da negociação"", a segunda parte é ""O conflito e a sua estratégia"" e por último a terceira parte é ""Argumentação e persuasão"".";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006889";"Terra e seca";"O estado capitalista: exercícios práticos";"Terra e seca: o estado capitalista: exercícios práticos";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007377";"Terras do Brasil";"A Legislação de terras do Rio Grande do Norte";"Terras do Brasil. Homenagem ao primeiro centenário da abolição Mossoroense (30-9-1883 a 30-9-1983)";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006696";"Uso sustentável e conservação dos recursos florestais da caatinga";"";"Uso sustentável e conservação dos recursos florestais da caatinga";"Núcleo Temático da Seca e do Semi-árido";"OTIMO";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007314";"Vale do Moxotó";"Análise sócio-economica de uma bacia de açude público.";"Vale do Moxotó. Análise sócio-economica de uma bacia de açude público.";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007057";"Várzea do Açu";"paisagens , tipos e costumes do vale do açu";" Várzea do Açu. ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"007037";"Vida e morte no sertão";"História das secas no Nordeste nos séculos XIX e XX";"Vida e morte no sertão. História das secas no Nordeste nos séculos XIX e XX";"Núcleo Temático da Seca e do Semi-árido";"BOM";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"006712";"Vidas Secas";"";"Vidas Secas";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Livros";"";"Livros";"";""
"001711";".";"";".";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Memórias de Esporte e Lazer de Mossoró";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000037";"Competição amadora de futebol de campo.";"";"Competição amadora de futebol de campo.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000035";"Competição amadora de futebol de campo ocorrida de 20 de abr";"";"Competição amadora de futebol de campo ocorrida de 20 de abril à 10 de junho de 2007.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000051";"Decreto de 2014 que dispõe as competências, a estrutura bási";"";"Decreto de 2014 que dispõe as competências, a estrutura básica e o quadro de lotação de cargos comissionados da SEL.";"Centro de Memória da Rede CEDES";"OTIMO";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000045";"Evento de ciclismo ocorrido em 2005.";"";"Evento de ciclismo ocorrido em 2005.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000043";"Evento de futsal amador.";"";"Evento de futsal amador.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000041";"Evento ocorrido em agosto de 2005 em comemoração aos 149 ano";"";"Evento ocorrido em agosto de 2005 em comemoração aos 149 anos de emancipação política do município de Pau dos Ferros.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000042";"Eventos de voleibol indoor e de areia amadores.";"";"Eventos de voleibol indoor e de areia amadores.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000030";"Lei Municipal que autoriza a instituição do programa Bolsa A";"";"Lei Municipal que autoriza a instituição do programa Bolsa Atleta.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000029";"Lei Municipal que cria o Conselho e o Fundo Municipal de Apo";"";"Lei Municipal que cria o Conselho e o Fundo Municipal de Apoio ao Esporte.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000031";"Lei Municipal que institui programas esportivos e de lazer d";"";"Lei Municipal que institui programas esportivos e de lazer destinados a agremiações esportivas amadoras, associações comunitárias e entidades congêneres.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000047";"Lei que aprova o Plano Municipal de Esporte Educacional segu";"";"Lei que aprova o Plano Municipal de Esporte Educacional seguro e inclusivo.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000032";"Lei que autoriza o desmembramento da Secretaria Municipal de";"";"Lei que autoriza o desmembramento da Secretaria Municipal de Cultura, Esporte, Lazer e Turismo.";"Centro de Memória da Rede CEDES";"RUIM";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000028";"Lei que cria a Secretaria Municipal de Esportes e Lazer.";"";"Lei que cria a Secretaria Municipal de Esportes e Lazer.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000048";"Lei que dispõe sobre a organização administrativa da Prefeit";"";"Lei que dispõe sobre a organização administrativa da Prefeitura Municipal.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000044";"Maratona de 12 km realizado em 2005 pelas ruas da cidade.";"";"Maratona de 12 km realizado em 2005 pelas ruas da cidade.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000033";"Plano de ações que trata especificamente da área do esporte ";"";"Plano de ações que trata especificamente da área do esporte lajense em uma proposta sócio-educativa.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000049";"Plano elaborado em 2016 visando melhorias na prática esporti";"";"Plano elaborado em 2016 visando melhorias na prática esportiva escolar.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000027";"Plano Municipal de Esporte Educacional que propõe ações espo";"";"Plano Municipal de Esporte Educacional que propõe ações esportivas de caráter seguro e inclusivo.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000046";"Portaria de 31 de março de 2016 que nomeia o secretário de E";"";"Portaria de 31 de março de 2016 que nomeia o secretário de Esporte e Lazer.";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"Não Definida";"";"Políticas Públicas em Esporte e Lazer no RN";"";""
"000190";"Teste de vídeo";"";"Teste de vídeo";"Superintendência de Comunicação";"OTIMO";"EM_ACERVO";"";"Não Definida";"";"SEDOC - Setor de Documentação Acervo e Memória";"";""
"001763";"Paulo Renato - Goleiro do Potiguar - 2006";"";"Paulo Renato - Goleiro do Potiguar - 2006";"Centro de Memória da Rede CEDES";"REGULAR";"EM_ACERVO";"";"O futebol Mossoroense ";"";"Biblioteca de Imagens - Práticas Esportivas no RN";"";""
"000598";"ADÃO E EVA";"";"Pintura em tela com tinta acrílica, medindo 80 x 100 cm, produzida em 2003. ZAÍRA CALDAS";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"002013";"AMOR A ARTE DE MORRER";"";"Pintura mista sobre madeira, medindo 50 x 60 cm, produzida em 1991. EMANOEL DUARTE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"002492";"ARARA";"";"Pintura em papel com lápis de cor, medindo 30 x 30 cm, produzida em 2007. SIGRID HULTIN";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"002421";"A RESTAURAÇÃO DE UMA AUDIÊNCIA #22";"";"Pintura mista sobre tela, medindo 100 x 80 cm, produzida 2012. RIAN FONTENELE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"002154";"Á TARDE II ";"";"Pintura em tela com tinta acrílica e pigmentos, medindo 30 x 30 cm, produzida em 2005. ÍTALO TRINDADE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"001648";"ÁTILUS";"";"Pintura usando mista sobre papel, medindo 20 x 29 cm, produzido em 2014.EVERALDO PORCIUNCULA";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000211";"BANDEIRINHAS";"";"Pintura em eucatex com esmalte, medindo 50 x 70 cm, produzida em 1987. IAPERI ARAUJO";"Núcleo de Arte e Cultura";"RUIM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000183";"BARCO À DERIVA";"";"Pintura sobre tela com tinta óleo, medindo 70 x 130 cm, produzida em 2004. ERASMO ANDRADE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000276";"BEBEDOURO DOS ESCRAVOS/PARATY/RJ";"";"Pintura em papel com tinta aquarela, medindo 30 x 40 cm, produzida em 2012. JUDITH PONDOFE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"2017033099";"Pintura";"";"Pintura";"";""
"002215";"BOI";"";"Pintura mista papel, medindo 48 x 38 cm, produzida 2017. JOÃO NATAL";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"002645";"BOI MANDIGUEIRO";"";"Pintura em pastel e óleo sobre papel sobre eucatex, medindo 50 x 90 cm, produzida em 2003. UILO ANDRADE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000152";"BUSCA INCESSANTE";"";"Pintura em tela com tinta acrílica, medindo 98 x 2,64 cm, produzida em 2008. ANDRUCHAK";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000181";"CAPOEIRA";"";"Pintura com técnica mista, medindo 90 x 170 cm, produzida em 2005. ELON CONSTANTINO";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000509";"CARNAÚBA";"";"Pintura em papel reciclado com tinta aquarela, medindo 21 x 29 cm, produzida em 1986. SOCORRO EVANGELISTA";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000130";"CASA COM PARABÓLICA";"";"Pintura em tela com tinta óleo, medindo 70 x 100 cm, produzida em 2003. ALDECI MEDEIROS";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"000162";"CASA GRANDE E CAPELA - ENGENHO LAGO DO FUMO";"";"Pintura sobre papel com tinta pastel seco, medindo 30 x 45 cm, produzida em 1996. CÉLIA ALBURQUEQUE";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
"001951";"CASARIOS";"";"Pintura em tela com tinta acrílica, medindo 50 x 60 cm, produzida em 2015. DORIAN GRAY";"Núcleo de Arte e Cultura";"BOM";"EM_ACERVO";"";"Pintura";"";"Pintura";"";""
